Abbey Gargoyles;Creature — Gargoyle;W;Fifth Edition (Uncommon)/Homelands (Uncommon)/Masters Edition II (Uncommon);0
Sworn Defender;Creature — Human Knight;W;Alliances (Rare);0
Sylvan Library;Enchantment;G;Fourth Edition (Rare)/Fifth Edition (Rare)/Legends (Uncommon)/Masters Edition (Rare)/Commander's Arsenal (Rare)/Vintage Masters (Rare)/Eternal Masters (Rare)/Commander Collection: Green (Rare)/Dominaria Remastered (Mythic Rare);0
Sylvan Paradise;Instant;G;Legends (Uncommon);0
Tablet of Epityr;Artifact;C;Antiquities (Common)/Masters Edition IV (Common);0
Taiga;Land — Mountain Forest;C;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare)/Masters Edition III (Rare)/Masters Edition IV (Rare)/Vintage Masters (Rare);0
Takklemaggot;Enchantment - Aura;B;Legends (Uncommon)/Chronicles (Uncommon)/Masters Edition III (Uncommon);0
Tangle Kelp;Enchantment - Aura;U;The Dark (Uncommon);0
Tarpan;Creature — Horse;G;Fifth Edition (Common)/Ice Age (Common);0
Taste of Paradise;Sorcery;G;Alliances (Common);0
Tawnos's Coffin;Artifact;C;Antiquities (Rare)/Masters Edition (Rare);0
Tawnos's Wand;Artifact;C;Fourth Edition (Uncommon)/Antiquities (Uncommon)/Masters Edition IV (Common);0
Tawnos's Weaponry;Artifact;C;Fourth Edition (Uncommon)/Fifth Edition (Uncommon)/Antiquities (Uncommon)/Masters Edition IV (Uncommon);0
Telekinesis;Instant;U;Legends (Rare)/Masters Edition (Common);0
Teleport;Instant;U;Legends (Rare)/Chronicles (Rare);0
Tempest Efreet;Creature - Efreet;R;Fourth Edition (Rare)/Legends (Rare);0
Terror;Instant;B;Limited Edition Alpha (Common)/Limited Edition Beta (Common)/Unlimited Edition (Common)/Revised Edition (Common)/Fourth Edition (Common)/Fifth Edition (Common)/Classic Sixth Edition (Common)/Mirrodin (Common)/Tenth Edition (Common)/Starter 2000 (Common)/Battle Royale Box Set (Common)/Beatdown Box Set (Common)/Masters Edition IV (Common)/Dominaria Remastered (Common);0
Tetravus;Artifact Creature — Construct;C;Fourth Edition (Rare)/Antiquities (Rare)/Masters Edition IV (Rare);0
Tetsuo Umezawa;Legendary Creature — Human Archer;U/B/R;Legends (Rare)/Masters Edition III (Rare);0
Thallid Devourer;Creature — Fungus;G;Fallen Empires (Uncommon)/Masters Edition II (Common);0
Thallid;Creature — Fungus;G;Fallen Empires (Common)/Time Spiral "Timeshifted" (Special)/Masters Edition II (Common)/Modern Masters (Common);0
Thawing Glaciers;Land;C;Alliances (Rare)/Masters Edition (Rare)/Vintage Masters (Rare);0
The Abyss;World Enchantment;B;Legends (Rare)/Masters Edition III (Rare);0
The Brute;Enchantment - Aura;R;Fourth Edition (Common)/Fifth Edition (Common)/Legends (Common);0
The Fallen;Creature - Zombie;B;The Dark (Uncommon)/Chronicles (Uncommon)/Masters Edition (Uncommon);0
The Hive;Artifact;C;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare)/Fourth Edition (Rare)/Fifth Edition (Rare)/Classic Sixth Edition (Rare)/Tenth Edition (Rare);0
The Lady of the Mountain;Legendary Creature — Giant;R/G;Legends (Uncommon)/Masters Edition III (Common);0
The Rack;Artifact;C;Revised Edition (Uncommon)/Fourth Edition (Uncommon)/Antiquities (Uncommon)/Time Spiral "Timeshifted" (Special);0
The Tabernacle at Pendrell Vale;Legendary Land;C;Legends (Rare)/Masters Edition III (Rare);0
The Wretched;Creature - Demon;B;Fifth Edition (Rare)/Legends (Rare)/Chronicles (Rare)/Masters Edition III (Uncommon);0
Thelon's Chant;Enchantment;G;Fallen Empires (Uncommon);0
Thelon's Curse;Enchantment;G;Fallen Empires (Rare);0
Thelonite Druid;Creature — Human Cleric Druid;G;Fallen Empires (Uncommon)/Masters Edition II (Rare);0
Thelonite Monk;Creature — Insect Monk Cleric;G;Fallen Empires (Rare);0
Thermokarst;Sorcery;G;Ice Age (Uncommon)/Masters Edition II (Common);0
Thicket Basilisk;Creature — Basilisk;G;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Revised Edition (Uncommon)/Fourth Edition (Uncommon)/Fifth Edition (Uncommon)/Classic Sixth Edition (Uncommon)/Masters Edition (Uncommon);0
Thorn Thallid;Creature — Fungus;G;Fallen Empires (Common)/Masters Edition (Common);0
Thought Lash;Enchantment;U;Alliances (Rare)/Masters Edition II (Rare);0
Thoughtlace;Instant;U;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare)/Fourth Edition (Rare);0
Thoughtleech;Enchantment;G;Seventh Edition (Uncommon)/Ice Age (Uncommon);0
Throne of Bone;Artifact;C;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Revised Edition (Uncommon)/Fourth Edition (Uncommon)/Fifth Edition (Uncommon)/Classic Sixth Edition (Uncommon)/Seventh Edition (Uncommon)/Eighth Edition (Uncommon);0
Thrull Champion;Creature - Thrull;B;Fallen Empires (Rare)/Masters Edition (Rare);0
Thrull Retainer;Enchantment — Aura;B;Fifth Edition (Uncommon)/Fallen Empires (Uncommon)/Masters Edition (Common);0
Thrull Wizard;Creature - Thrull Wizard;B;Fallen Empires (Uncommon);0
Thunder Spirit;Creature — Elemental Spirit;W;Legends (Rare)/Masters Edition (Uncommon);0
Thunder Wall;Creature — Wall;U;Ice Age (Uncommon)/Masters Edition II (Uncommon);0
Tidal Control;Enchantment;U;Alliances (Rare);0
Tidal Flats;Enchantment;U;Fallen Empires (Common);0
Tidal Influence;Enchantment;U;Fallen Empires (Uncommon);0
Timber Wolves;Creature — Wolf;G;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare)/Fourth Edition (Rare);0
Timberline Ridge;Land;C;Ice Age (Rare);0
Time Bomb;Artifact;C;Fifth Edition (Rare)/Ice Age (Rare)/Masters Edition II (Rare);0
Time Elemental;Creature - Elemental;U;Fourth Edition (Rare)/Fifth Edition (Rare)/Legends (Rare)/Masters Edition (Rare);0
Time Vault;Artifact;C;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Masters Edition IV (Rare)/Vintage Masters (Mythic Rare);0
Time Walk;Sorcery;U;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Vintage Masters (Bonus);0
Timetwister;Sorcery;U;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Vintage Masters (Bonus);0
Timmerian Fiends;Creature — Horror;B;Homelands (Rare);0
Tinder Wall;Creature — Plant Wall;G;Ice Age (Common)/Masters Edition II (Common);0
Titania's Song;Enchantment;G;Revised Edition (Rare)/Fourth Edition (Rare)/Fifth Edition (Rare)/Antiquities (Uncommon)/Masters Edition IV (Rare);0
Tivadar's Crusade;Sorcery;W;The Dark (Uncommon)/Masters Edition (Uncommon);0
Tobias Andrion;Legendary Creature — Human Advisor;W/U;Legends (Uncommon)/Chronicles (Uncommon)/Masters Edition III (Common);0
Tolaria;Legendary Land;C;Legends (Uncommon);0
Tor Giant;Creature - Giant;R;Ice Age (Common);0
Tor Wauki;Legendary Creature — Human Archer;B/R;Legends (Uncommon)/Chronicles (Uncommon)/Masters Edition III (Uncommon);0
Tormod's Crypt;Artifact;C;The Dark (Uncommon)/Time Spiral "Timeshifted" (Special)/Chronicles (Common)/Magic 2013 (Uncommon)/Magic 2015 Core Set (Uncommon)/Commander 2014 (Uncommon)/Core Set 2021 (Uncommon)/Dominaria Remastered (Uncommon);0
Tornado;Enchantment;G;Alliances (Rare)/Masters Edition (Rare);0
Torsten Von Ursus;Legendary Creature — Human Soldier;G/W;Legends (Uncommon)/Masters Edition III (Common);0
Torture;Enchantment — Aura;B;Fifth Edition (Common)/Homelands (Common)/Shadowmoor (Common);0
Total War;Enchantment;R;Ice Age (Rare);0
Touch of Darkness;Instant;B;Legends (Uncommon);0
Touch of Death;Sorcery;B;Fifth Edition (Common)/Ice Age (Common);0
Touch of Vitae;Instant;G;Ice Age (Uncommon);0
Tourach's Chant;Enchantment;B;Fallen Empires (Uncommon);0
Tourach's Gate;Enchantment — Aura;B;Fallen Empires (Rare);0
Tower of Coireall;Artifact;C;The Dark (Uncommon);0
Tracker;Creature - Human;G;The Dark (Rare)/Masters Edition III (Uncommon);0
Trade Caravan;Creature — Human Nomad;W;Homelands (Common);0
Trailblazer;Instant;G;Ice Age (Rare);0
Tranquility;Sorcery;G;Limited Edition Alpha (Common)/Limited Edition Beta (Common)/Unlimited Edition (Common)/Revised Edition (Common)/Fourth Edition (Common)/Fifth Edition (Common)/Classic Sixth Edition (Common)/Seventh Edition (Common)/Tempest (Common)/Mercadian Masques (Common)/Invasion (Common)/Battle Royale Box Set (Common)/Tempest Remastered (Uncommon);0
Transmutation;Instant;B;Legends (Common)/Chronicles (Common);0
Transmute Artifact;Sorcery;U;Antiquities (Uncommon)/Masters Edition IV (Rare);0
Triassic Egg;Artifact;C;Legends (Rare)/Chronicles (Rare)/Masters Edition IV (Rare);0
Triskelion;Artifact Creature — Construct;C;Fourth Edition (Rare)/Antiquities (Rare)/Mirrodin (Rare)/Magic 2011 (Rare)/Duel Decks: Elspeth vs. Tezzeret (Rare)/Dominaria Remastered (Rare)/March of the Machine Commander (Rare);0
Tropical Island;Land — Forest Island;C;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare)/Masters Edition III (Rare)/Masters Edition IV (Rare)/Vintage Masters (Rare)/Jumpstart: Historic Horizons (Rare);0
Truce;Instant;W;Fifth Edition (Rare)/Homelands (Rare);0
Tsunami;Sorcery;G;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Revised Edition (Uncommon)/Fourth Edition (Uncommon)/Fifth Edition (Uncommon)/Masters Edition IV (Rare);0
Tuknir Deathlock;Legendary Creature — Human Wizard;G/R;Legends (Rare)/Masters Edition III (Uncommon);0
Tundra Wolves;Creature — Wolf;W;Fourth Edition (Common)/Fifth Edition (Common)/Classic Sixth Edition (Common)/Eighth Edition (Common)/Legends (Common)/Tenth Edition (Common);0
Tundra;Land — Plains Island;C;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare)/Masters Edition II (Rare)/Masters Edition IV (Rare)/Vintage Masters (Rare);0
Tunnel;Instant;R;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Revised Edition (Uncommon)/Fourth Edition (Uncommon);0
Twiddle;Instant;U;Limited Edition Alpha (Common)/Limited Edition Beta (Common)/Unlimited Edition (Common)/Fourth Edition (Common)/Fifth Edition (Common)/Seventh Edition (Common)/Eighth Edition (Common);0
Two-Headed Giant of Foriys;Creature — Giant;R;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Masters Edition IV (Uncommon);0
Typhoon;Sorcery;G;Legends (Rare);0
Uncle Istvan;Creature - Human;B;Fourth Edition (Uncommon)/The Dark (Uncommon)/Time Spiral "Timeshifted" (Special);0
Underground River;Land;C;Fifth Edition (Rare)/Classic Sixth Edition (Rare)/Seventh Edition (Rare)/Ninth Edition (Rare)/Ice Age (Rare)/Tenth Edition (Rare)/Commander 2016 (Rare)/Commander Anthology 2018 (Rare)/The Brothers' War (Rare)/The Lord of the Rings: Tales of Middle Earth Commander (Rare)/Outlaws of Thunder Junction Commander (Rare)/Modern Horizons 3 Commander (Rare);0
Underground Sea;Land — Island Swamp;C;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare)/Masters Edition II (Rare)/Masters Edition IV (Rare)/Vintage Masters (Rare);0
Undergrowth;Instant;G;Alliances (Common);0
Undertow;Enchantment;U;Legends (Uncommon);0
Underworld Dreams;Enchantment;B;Eighth Edition (Rare)/Ninth Edition (Rare)/Legends (Uncommon)/Tenth Edition (Rare)/Magic 2010 (Rare)/Theros Beyond Death (Uncommon);0
Unholy Citadel;Land;C;Legends (Uncommon);0
Unholy Strength;Enchantment — Aura;B;Limited Edition Alpha (Common)/Limited Edition Beta (Common)/Unlimited Edition (Common)/Revised Edition (Common)/Fourth Edition (Common)/Fifth Edition (Common)/Seventh Edition (Common)/Eighth Edition (Common)/Ninth Edition (Common)/Tenth Edition (Common)/Duel Decks: Divine vs. Demonic (Common)/Magic 2010 (Common)/Magic 2011 (Common)/Duel Decks Anthology, Divine vs. Demonic (Common);0
Unlikely Alliance;Enchantment;W;Alliances (Uncommon);0
Unstable Mutation;Enchantment — Aura;U;Revised Edition (Common)/Fourth Edition (Common)/Fifth Edition (Common)/Arabian Nights (Common)/Time Spiral "Timeshifted" (Special)/Ultimate Masters (Uncommon);0
Unsummon;Instant;U;Limited Edition Alpha (Common)/Limited Edition Beta (Common)/Unlimited Edition (Common)/Revised Edition (Common)/Fourth Edition (Common)/Fifth Edition (Common)/Classic Sixth Edition (Common)/Seventh Edition (Common)/Eighth Edition (Common)/Tenth Edition (Common)/Conflux (Common)/Magic 2010 (Common)/Magic 2011 (Common)/Magic 2012 (Common)/Magic 2013 (Common)/Hour of Devastation (Common)/Explorers of Ixalan (Common)/Core Set 2020 (Common)/Arena Base Set (Common);0
Untamed Wilds;Sorcery;G;Fourth Edition (Uncommon)/Fifth Edition (Uncommon)/Classic Sixth Edition (Uncommon)/Seventh Edition (Uncommon)/Legends (Uncommon)/Starter 1999 (Uncommon)/Portal (Uncommon)/Portal Second Age (Uncommon);0
Updraft;Instant;U;Fifth Edition (Common)/Ice Age (Uncommon);0
Ur-Drago;Legendary Creature — Elemental;U/B;Legends (Rare);0
Urborg;Legendary Land;C;Legends (Uncommon)/Masters Edition III (Uncommon)/The Lord of the Rings: Tales of Middle Earth Commander (Rare);0
Urza's Avenger;Artifact Creature — Shapeshifter;C;Fourth Edition (Rare)/Fifth Edition (Rare)/Antiquities (Rare);0
Urza's Bauble;Artifact;C;Fifth Edition (Uncommon)/Ice Age (Uncommon)/Masters Edition (Uncommon);0
Urza's Chalice;Artifact;C;Antiquities (Common)/Masters Edition (Common)/Masters Edition IV (Common);0
Urza's Engine;Artifact Creature — Juggernaut;C;Alliances (Uncommon);0
Urza's Mine;Land;C;Fifth Edition (Common)/Eighth Edition (Uncommon)/Ninth Edition (Uncommon)/Antiquities (Common)/Chronicles (Uncommon)/Masters Edition IV (Land)/Double Masters (Common)/Jumpstart 2022 (Common)/Commander Masters (Common)/Modern Horizons 3 Commander (Common);0
Urza's Miter;Artifact;C;Antiquities (Rare)/Masters Edition IV (Rare);0
Urza's Power Plant;Land;C;Fifth Edition (Common)/Eighth Edition (Uncommon)/Ninth Edition (Uncommon)/Antiquities (Uncommon)/Chronicles (Uncommon)/Masters Edition IV (Land)/Double Masters (Common)/Jumpstart 2022 (Common)/Commander Masters (Common)/Modern Horizons 3 Commander (Common);0
Urza's Tower;Land;C;Fifth Edition (Common)/Eighth Edition (Uncommon)/Ninth Edition (Uncommon)/Antiquities (Uncommon)/Chronicles (Uncommon)/Masters Edition IV (Land)/Double Masters (Common)/Jumpstart 2022 (Common)/Commander Masters (Common)/Modern Horizons 3 Commander (Common);0
Uthden Troll;Creature — Troll;R;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Revised Edition (Uncommon)/Fourth Edition (Uncommon)/Time Spiral "Timeshifted" (Special)/Battle Royale Box Set (Uncommon);0
Vaevictis Asmadi;Legendary Creature — Elder Dragon;B/R/G;Legends (Rare)/Chronicles (Rare)/Masters Edition III (Rare);0
Vampire Bats;Creature - Bat;B;Fourth Edition (Common)/Fifth Edition (Common)/Legends (Common)/Tenth Edition (Common)/Duel Decks: Garruk vs. Liliana (Common)/Duel Decks Anthology, Garruk vs. Liliana (Common);0
Varchild's Crusader;Creature — Human Knight;R;Alliances (Common)/Masters Edition II (Common);0
Varchild's War-Riders;Creature — Human Warrior;R;Alliances (Rare)/Masters Edition (Rare);0
Veldrane of Sengir;Legendary Creature — Human Rogue;B;Homelands (Rare);0
Veldt;Land;C;Ice Age (Rare);0
Venarian Gold;Enchantment - Aura;U;Legends (Common);0
Venom;Enchantment - Aura;G;Fourth Edition (Common)/Fifth Edition (Common)/The Dark (Common);0
Venomous Breath;Instant;G;Ice Age (Uncommon)/Mercadian Masques (Uncommon);0
Verduran Enchantress;Creature — Human Druid;G;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare)/Fourth Edition (Rare)/Fifth Edition (Rare)/Classic Sixth Edition (Rare)/Seventh Edition (Rare)/Eighth Edition (Rare)/Ninth Edition (Rare)/Commander Masters (Rare);0
Vertigo;Instant;R;Classic Sixth Edition (Uncommon)/Ice Age (Uncommon);0
Vesuvan Doppelganger;Creature — Shapeshifter;U;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare)/Masters Edition (Rare);0
Veteran Bodyguard;Creature — Human;W;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare)/Masters Edition IV (Rare);0
Veteran's Voice;Enchantment — Aura;R;Alliances (Common);0
Vexing Arcanix;Artifact;C;Eighth Edition (Rare)/Ice Age (Rare);0
Vibrating Sphere;Artifact;C;Ice Age (Rare)/Masters Edition IV (Rare);0
Viscerid Armor;Enchantment — Aura;U;Alliances (Common)/Masters Edition II (Common);0
Viscerid Drone;Creature — Homarid Drone;U;Alliances (Uncommon)/Masters Edition II (Uncommon);0
Visions;Sorcery;W;Fourth Edition (Uncommon)/Legends (Uncommon);0
Vodalian Knights;Creature — Merfolk Knight;U;Fallen Empires (Rare)/Masters Edition (Uncommon);0
Vodalian Mage;Creature — Merfolk Wizard;U;Fallen Empires (Common);0
Vodalian Soldiers;Creature — Merfolk Soldier;U;Fifth Edition (Common)/Classic Sixth Edition (Common)/Fallen Empires (Common);0
Vodalian War Machine;Creature — Wall;U;Fallen Empires (Rare);0
Volcanic Eruption;Sorcery;U;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare)/Fourth Edition (Rare);0
Volcanic Island;Land — Island Mountain;C;Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare)/Masters Edition III (Rare)/Masters Edition IV (Rare)/Vintage Masters (Rare);0
Voodoo Doll;Artifact;C;Legends (Rare)/Chronicles (Rare)/Masters Edition III (Rare);0
Walking Dead;Creature - Zombie;B;Legends (Common);0
Walking Wall;Artifact Creature — Wall;C;Ice Age (Uncommon)/Masters Edition (Uncommon);0
Wall of Air;Creature — Wall;U;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Revised Edition (Uncommon)/Fourth Edition (Uncommon)/Fifth Edition (Uncommon)/Classic Sixth Edition (Uncommon)/Seventh Edition (Uncommon)/Eighth Edition (Uncommon)/Tenth Edition (Uncommon);0
Wall of Bone;Creature — Skeleton Wall;B;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Revised Edition (Uncommon)/Fourth Edition (Uncommon)/Fifth Edition (Uncommon)/Seventh Edition (Uncommon)/Magic 2010 (Uncommon)/Duel Decks: Garruk vs. Liliana (Uncommon)/Duel Decks Anthology, Garruk vs. Liliana (Uncommon);0
Wall of Brambles;Creature — Plant Wall;G;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Revised Edition (Uncommon)/Fourth Edition (Uncommon)/Fifth Edition (Uncommon);0
Wall of Caltrops;Creature — Wall;W;Legends (Common);0
Wall of Dust;Creature - Wall;R;Fourth Edition (Uncommon)/Legends (Uncommon);0
Wall of Earth;Creature - Wall;R;Legends (Common);0
Wall of Fire;Creature — Wall;R;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Revised Edition (Uncommon)/Fourth Edition (Uncommon)/Fifth Edition (Uncommon)/Classic Sixth Edition (Uncommon)/Seventh Edition (Uncommon)/Tenth Edition (Uncommon)/Magic 2010 (Uncommon)/Magic 2013 (Common)/Magic 2015 Core Set (Common);0
Wall of Heat;Creature - Wall;R;Legends (Common)/Chronicles (Common)/Battle Royale Box Set (Common);0
Wall of Ice;Creature — Wall;G;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Revised Edition (Uncommon)/Fourth Edition (Uncommon);0
Wall of Kelp;Creature — Plant Wall;U;Homelands (Rare)/Masters Edition II (Common);0
Wall of Lava;Creature — Wall;R;Ice Age (Uncommon);0
Wall of Light;Creature — Wall;W;Legends (Uncommon)/Masters Edition III (Common);0
Wall of Opposition;Creature - Wall;R;Legends (Rare)/Chronicles (Uncommon);0
Wall of Pine Needles;Creature — Plant Wall;G;Ice Age (Uncommon);0
Wall of Putrid Flesh;Creature - Wall;B;Legends (Uncommon);0
Wall of Shadows;Creature - Wall;B;Legends (Common)/Chronicles (Common);0
Wall of Shields;Artifact Creature — Wall;C;Ice Age (Uncommon);0
Wall of Spears;Artifact Creature — Wall;C;Fourth Edition (Common)/Fifth Edition (Common)/Seventh Edition (Uncommon)/Eighth Edition (Uncommon)/Antiquities (Uncommon);0
Wall of Stone;Creature — Wall;R;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Revised Edition (Uncommon)/Fourth Edition (Uncommon)/Fifth Edition (Uncommon)/Eighth Edition (Uncommon);0
Wall of Swords;Creature — Wall;W;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Revised Edition (Uncommon)/Fourth Edition (Uncommon)/Fifth Edition (Uncommon)/Classic Sixth Edition (Uncommon)/Seventh Edition (Uncommon)/Eighth Edition (Uncommon)/Tenth Edition (Uncommon)/Portal (Uncommon)/Magic 2014 Core Set (Uncommon);0
Wall of Tombstones;Creature - Wall;B;Legends (Uncommon);0
Wall of Vapor;Creature - Wall;U;Legends (Common)/Chronicles (Common);0
Wall of Water;Creature — Wall;U;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Revised Edition (Uncommon)/Fourth Edition (Uncommon);0
Wall of Wonder;Creature - Wall;U;Seventh Edition (Rare)/Legends (Uncommon)/Chronicles (Uncommon);0
Wall of Wood;Creature — Wall;G;Limited Edition Alpha (Common)/Limited Edition Beta (Common)/Unlimited Edition (Common)/Revised Edition (Common)/Fourth Edition (Common)/Tenth Edition (Common);0
Wand of Ith;Artifact;C;The Dark (Uncommon);0
Wandering Mage;Creature — Human Cleric Wizard;W/U/B;Alliances (Rare)/Masters Edition III (Rare);0
Wanderlust;Enchantment — Aura;G;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Revised Edition (Uncommon)/Fourth Edition (Uncommon)/Fifth Edition (Uncommon)/Masters Edition (Common);0
War Barge;Artifact;C;The Dark (Uncommon)/Time Spiral "Timeshifted" (Special);0
War Chariot;Artifact;C;Ice Age (Uncommon);0
War Elephant;Creature - Elephant;W;Arabian Nights (Common)/Chronicles (Common);0
War Mammoth;Creature — Elephant;G;Limited Edition Alpha (Common)/Limited Edition Beta (Common)/Unlimited Edition (Common)/Revised Edition (Common)/Fourth Edition (Common)/Fifth Edition (Common)/Masters Edition IV (Common);0
Warning;Instant;W;Ice Age (Common)/Masters Edition II (Common);0
Warp Artifact;Enchantment — Aura;B;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare)/Fourth Edition (Rare)/Fifth Edition (Rare)/Masters Edition IV (Common);0
Water Elemental;Creature — Elemental;U;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Revised Edition (Uncommon)/Fourth Edition (Uncommon)/Starter 1999 (Uncommon)/Masters Edition IV (Uncommon);0
Water Wurm;Creature - Wurm;U;The Dark (Common);0
Weakness;Enchantment — Aura;B;Limited Edition Alpha (Common)/Limited Edition Beta (Common)/Unlimited Edition (Common)/Revised Edition (Common)/Fourth Edition (Common)/Fifth Edition (Common)/Battle Royale Box Set (Common)/Magic 2010 (Common)/Masters Edition IV (Common);0
Weakstone;Artifact;C;Antiquities (Uncommon)/Masters Edition IV (Uncommon);0
Web;Enchantment — Aura;G;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare)/Fourth Edition (Rare)/Ninth Edition (Uncommon);0
Whalebone Glider;Artifact;C;Ice Age (Uncommon);0
Wheel of Fortune;Sorcery;R;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare)/Masters Edition IV (Rare)/Vintage Masters (Mythic Rare);0
Whip Vine;Creature — Plant Wall;G;Alliances (Common);0
Whippoorwill;Creature - Bird;G;The Dark (Uncommon);0
Whirling Catapult;Artifact;C;Alliances (Uncommon)/Masters Edition II (Uncommon);0
Whirling Dervish;Creature - Human Monk;G;Fourth Edition (Uncommon)/Fifth Edition (Uncommon)/Legends (Uncommon)/Time Spiral "Timeshifted" (Special);0
White Knight;Creature — Human Knight;W;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Revised Edition (Uncommon)/Fourth Edition (Uncommon)/Fifth Edition (Uncommon)/Legions (Uncommon)/Magic 2010 (Uncommon)/Magic 2011 (Uncommon)/Masters Edition IV (Uncommon)/Duel Decks: Knights vs. Dragons (Uncommon);0
White Mana Battery;Artifact;C;Fourth Edition (Rare)/Legends (Uncommon);0
White Scarab;Enchantment — Aura;W;Ice Age (Uncommon);0
White Ward;Enchantment — Aura;W;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Revised Edition (Uncommon)/Fourth Edition (Uncommon);0
Whiteout;Instant;G;Ice Age (Uncommon)/Masters Edition II (Common);0
Wiitigo;Creature — Yeti;G;Ice Age (Rare)/Masters Edition II (Rare);0
Wild Aesthir;Creature — Bird;W;Alliances (Common)/Masters Edition IV (Common);0
Wild Growth;Enchantment — Aura;G;Limited Edition Alpha (Common)/Limited Edition Beta (Common)/Unlimited Edition (Common)/Revised Edition (Common)/Fourth Edition (Common)/Fifth Edition (Common)/Classic Sixth Edition (Common)/Seventh Edition (Common)/Ice Age (Common)/Beatdown Box Set (Common)/Commander 2018 (Common)/Adventures in the Forgotten Realms Commander (Common)/Dominaria Remastered (Common)/Murders at Karlov Manor Commander (Common)/Magic The Gathering—Fallout (Common);0
Will-o'-the-Wisp;Creature — Spirit;B;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare)/Fourth Edition (Rare)/Ninth Edition (Rare)/Masters 25 (Uncommon);0
Willow Faerie;Creature — Faerie;G;Homelands (Common);0
Willow Priestess;Creature — Faerie Druid;G;Homelands (Rare)/Masters Edition III (Uncommon);0
Willow Satyr;Creature - Satyr;G;Legends (Rare)/Masters Edition III (Rare);0
Wind Spirit;Creature — Elemental Spirit;U;Fifth Edition (Uncommon)/Classic Sixth Edition (Uncommon)/Ice Age (Uncommon)/Masters Edition II (Uncommon);0
